"Filename","Vocality","Emotion","Intensity","Statement","Repetition","Speaker","Sex","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"03-01-03-02-01-01-15",1,3,2,1,1,15,"m",33.829994,0.07528456,32.78779,34.201477,35.47314,2.6853523,35.82604,33.045036,59.361134,52.864433,0.3714625,1.404434,0.01495983,0.03838779,0.7400039,0.7250441,14.417141,10.390409,11.697821,5.62593,0.2563123,1.395088,13.466439,0.9786556,6.9577446,2.010108,17.108206,0.572362,7.991324,2.2150502,0.02585097,1.0170275,1.6714778,0.7273075,5.7066035,0.62893194,6.405447,1.4787536,14.893626,0.50242054,698.7112,0.39878502,1076.7302,0.202268,-144.93816,-0.5881807,1788.3057,0.17888558,789.85974,0.44067588,-139.86314,-0.61035216,2774.6855,0.129713,781.97595,0.47455567,-140.6926,-0.59868145,-9.338604,-0.64934015,16.711046,0.32467514,0.01009099,5.3798594,-0.01252067,-0.959322,0.5967488,0.5318272,23.001095,0.45240575,-5.915892,-2.3374522,16.491314,0.91009027,-4.1685886,-5.811741,-20.233198,30.03824,-0.05741648,0.00618538,0.09653924,2.247191,1.4245014,0.22,0.22423202,0.45799997,0.49636275,-33.029514
"03-01-03-02-01-02-15",1,3,2,1,2,15,"m",27.376785,0.12779275,24.293842,27.543423,29.898436,5.6045933,77.12727,59.26483,41.477764,34.63238,0.3598641,1.4436361,0.01081835,0.04819897,0.70663136,0.695813,11.811909,7.61549,12.7645235,6.3787374,0.1850694,1.582502,17.147915,0.685647,0.9756472,16.69797,15.124699,0.6396896,7.979822,1.7664359,0.02469695,1.1441824,1.5931636,0.69731283,3.2984402,0.91090137,4.927586,0.94682384,11.7142515,0.7032566,794.1791,0.3559047,1118.3815,0.27943012,-131.14973,-0.7001211,1843.0098,0.16914535,827.2656,0.35262117,-128.5001,-0.71287465,2857.4424,0.10826468,877.2286,0.37515086,-129.27147,-0.7007583,-7.993874,-0.7970854,15.542822,0.45015746,0.01444522,4.117481,-0.0103754,-1.1753058,0.46646556,0.670381,27.286507,0.4202337,-10.918628,-1.2655507,19.879831,0.6654838,2.5214763,8.075997,-11.481662,20.85573,-0.00580614,0.00535976,0.01610727,2.0231214,0.87976545,0.42333332,0.27535835,0.5175,0.47283056,-34.95651
"03-01-03-02-02-01-15",1,3,2,2,1,15,"m",28.478706,0.17625238,23.247314,29.383724,33.397385,10.15007,135.50154,88.40984,109.99704,125.84037,0.4268126,1.2787552,0.01419806,0.09050476,0.83207405,0.817876,12.094814,7.331057,11.405318,11.0202465,0.251766,1.5342671,16.798351,0.8328019,0.61256975,29.557491,15.086569,0.65882576,7.7666063,2.1215308,0.04427283,1.6263129,1.5509691,0.6596084,2.0462866,1.6110487,2.3810673,6.7606792,11.684675,1.2121489,823.3997,0.31313756,1057.1273,0.28274253,-118.44286,-0.7948746,1880.3533,0.15496662,821.21295,0.3202792,-117.01449,-0.79342586,2856.087,0.12458419,808.4082,0.29627326,-118.11521,-0.7758893,-8.047383,-0.8822232,15.63576,0.6021623,0.05761738,0.7988786,-0.0099344,-1.0812186,0.45701832,0.79346544,26.894844,0.41940203,-9.432683,-2.0249126,16.424957,0.83886963,0.39222232,53.933964,-12.22334,20.957138,-0.01763671,0.0049129,0.0949764,2.9023747,0.80213904,0.55,0.33744133,0.505,0.39588508,-33.413807
"03-01-03-02-02-02-15",1,3,2,2,2,15,"m",27.832262,0.10468205,25.339014,27.58641,30.70326,5.3642464,180.7152,170.49966,26.177135,10.072815,0.37719926,1.4128711,0.01307893,0.03256749,0.898634,0.8855551,11.927299,8.275372,12.24435,10.014314,0.17192495,1.5425946,12.293921,1.1436483,-0.9290951,-16.725256,16.168913,0.56781864,5.64573,2.597081,0.02515247,0.9572273,1.555874,0.60614175,3.1134362,0.8756456,2.858837,1.7381158,11.884998,0.5895096,793.7834,0.35965586,999.0102,0.24143557,-135.77269,-0.66744024,1849.356,0.15226097,760.699,0.29240012,-133.70532,-0.67520213,2828.2961,0.11120681,818.0167,0.24342053,-134.46509,-0.66400224,-6.7599716,-0.75158095,13.067942,0.41214406,0.05962904,0.67301965,-0.01095408,-0.9305743,0.4435625,0.6271341,26.285828,0.42161795,-12.011009,-1.4132773,20.747673,0.5453895,0.4154443,49.997875,-7.6127324,15.823412,-0.00923735,0.00834665,0.02939259,2.6785715,0.9063444,0.37666667,0.37187213,0.5275,0.4385416,-35.62054
"03-01-04-01-01-01-15",1,4,1,1,1,15,"m",27.421501,0.1278192,24.668564,26.710876,29.160837,4.4922733,71.261826,59.195576,96.57484,138.79266,0.20437388,1.419256,0.00922935,0.02855461,0.39203608,0.38280672,7.0667143,4.5230646,6.2651744,3.0559332,0.07672304,1.5242884,17.46404,0.78341895,5.6882124,2.353856,12.717082,0.84153134,5.264032,2.5580616,0.02324007,1.4288923,1.4362571,0.778299,4.2076,0.9776003,3.638996,1.5620936,17.0665,0.38151097,683.28705,0.41422784,1202.6655,0.21061075,-130.67152,-0.69917417,1718.0635,0.1915948,879.1634,0.4141349,-130.08362,-0.6825259,2730.5024,0.1473266,800.42993,0.334781,-131.90071,-0.6553032,-11.287438,-0.75513536,19.157997,0.5167414,0.0450587,0.82487625,-0.01309358,-0.99613315,0.19254954,0.63638383,29.355251,0.39930478,-3.406904,-3.9723618,16.200834,0.9303398,-1.6650571,-10.853182,-13.859955,23.62888,-0.00791353,0.00387604,0.00818203,2.0057306,1.4662757,0.25,0.29387072,0.34166667,0.3496387,-41.143993
"03-01-04-01-01-02-15",1,4,1,1,2,15,"m",25.203106,0.09746759,24.27976,25.179565,27.396112,3.116352,314.86133,190.86359,79.6052,98.568375,0.15675224,1.4084476,0.00946333,0.01621304,0.3433301,0.33386675,5.473897,4.2882843,5.1173277,2.5764017,0.05432086,1.3867979,16.255045,0.84026587,7.557283,1.5347542,14.702373,0.6712865,10.080103,1.3062891,0.03797335,2.3124053,1.462909,0.58727276,3.303262,1.125403,3.8791344,1.254782,19.578087,0.39030337,618.9125,0.4860234,1208.6782,0.23954175,-136.91791,-0.64912987,1611.6045,0.21905297,811.73254,0.26451093,-137.4546,-0.63246834,2642.311,0.15281548,734.1545,0.4009597,-139.71902,-0.59916586,-10.559219,-0.6191766,19.127716,0.34975594,0.05765383,0.5534724,-0.01216851,-1.0196086,0.1447606,0.483812,30.379023,0.39137325,-2.5636694,-4.990194,15.23797,0.9365337,-0.6981863,-22.463058,-21.252792,32.203728,-0.05464491,0.00664503,0.01049749,2.431611,1.2345679,0.26,0.08514693,0.422,0.47241506,-44.41283
"03-01-04-01-02-01-15",1,4,1,2,1,15,"m",26.480436,0.12646513,25.125904,26.121397,28.497662,3.3717575,197.61443,124.24229,51.135685,46.298714,0.20103164,1.4307733,0.00910694,0.01542301,0.39945793,0.390351,6.231176,4.9500527,6.9157076,5.4711833,0.07969866,1.6088128,15.701893,0.9725984,6.703201,2.0570145,13.285425,0.78088474,10.978958,0.92619634,0.06267119,2.7689083,1.6224452,0.73599887,2.9012978,1.2315855,1.8943349,2.8074276,15.255329,0.58643234,556.85803,0.5219964,1183.2148,0.25317204,-140.30882,-0.62909466,1552.781,0.22007433,810.13684,0.26255172,-137.45302,-0.63837856,2554.1824,0.14005525,712.54565,0.26995224,-138.92114,-0.6165521,-9.31196,-0.60820067,16.560953,0.38396332,0.05998303,0.5850407,-0.01068317,-0.94121075,0.21170609,0.6873285,31.077003,0.39701977,-6.0515933,-2.4485323,14.692276,1.0646093,4.732959,2.814613,-16.55518,26.517416,-0.0357591,0.00707798,0.01594579,2.7355623,1.2383901,0.26,0.17277153,0.42,0.44222167,-41.911766
"03-01-04-01-02-02-15",1,4,1,2,2,15,"m",26.73439,0.1606223,23.998444,25.197437,28.993443,4.994999,176.16113,116.78877,60.766663,41.260662,0.18574911,1.2399288,0.01060537,0.04965782,0.39584324,0.38523787,6.1643686,3.9326284,5.169671,3.694926,0.06861542,1.350036,18.68203,0.7741246,5.8363853,2.4960918,13.356267,0.8509382,9.443846,1.2676233,0.04923575,2.1201417,1.2332522,0.74687606,3.5526032,1.3300463,4.473688,1.4386641,20.085587,0.34831673,622.4088,0.4868851,1183.1503,0.21545264,-133.06699,-0.6710605,1701.1875,0.1969202,866.6724,0.47374052,-133.02348,-0.6440688,2705.1978,0.15532224,717.5694,0.33124483,-134.4135,-0.62399185,-12.614864,-0.7776407,21.262386,0.456026,0.06361222,0.52878046,-0.01099874,-1.1278083,0.16091116,0.5841781,31.27359,0.40123662,-1.533721,-9.830679,17.513573,0.8417463,4.14155,3.7885866,-17.553366,27.803839,-0.02604539,0.00445769,0.01647882,2.6785715,2.1276596,0.16428572,0.17839418,0.28285715,0.31698194,-43.564808
"03-01-04-02-01-01-15",1,4,2,1,1,15,"m",27.671064,0.09225497,27.543076,27.977669,28.847294,1.3042183,476.09833,556.37787,53.8222,46.21882,0.18457691,1.3068115,0.00850776,0.05373345,0.36134773,0.35283998,6.451915,5.1333942,5.3341637,2.9261353,0.15474738,2.048848,14.735147,0.99478257,7.749125,1.5727704,14.10005,0.7775071,11.186838,1.0670884,0.02469992,0.96182173,1.865881,0.6347466,2.835641,1.5879202,2.6980433,7.802512,15.700828,1.145889,576.5874,0.4840622,1157.2141,0.2277619,-143.4765,-0.58998704,1568.8246,0.2259447,864.0141,0.27775136,-142.95622,-0.5815456,2579.8262,0.13090156,762.6009,0.36428317,-145.08832,-0.55095845,-10.382086,-0.65014464,19.356901,0.34270805,0.04939767,0.7954699,-0.01071145,-0.9639726,0.21049054,0.6205379,28.505255,0.36725035,-0.5619194,-23.031048,14.37807,1.1134138,4.491395,3.418953,-21.762873,32.5667,-0.04503137,0.00673343,0.1392677,2.1538463,1.5625001,0.192,0.15535766,0.355,0.4320783,-35.984234
"03-01-04-02-01-02-15",1,4,2,1,2,15,"m",28.48586,0.07866704,27.287836,28.43462,30.035748,2.7479115,67.707924,82.16751,26.123062,25.532804,0.19842996,1.3564385,0.0082416,0.05626088,0.37869394,0.37045234,7.473487,5.1724396,6.07143,3.7133088,0.16012749,1.9281969,15.545307,0.93303734,8.401935,1.2764503,14.418349,0.5373655,14.125424,0.8901402,0.02954509,0.8864113,1.567178,0.65668875,3.6790254,1.2260565,3.5465562,1.8634217,19.824549,0.47221634,654.20776,0.40927866,1160.677,0.2160417,-133.59135,-0.6803913,1654.4045,0.17461231,819.02313,0.3751016,-132.11209,-0.6714729,2741.6726,0.11811864,739.4642,0.46042004,-134.51897,-0.6362047,-11.391872,-0.6030461,20.432371,0.36754695,0.03512145,1.2045006,-0.00900752,-1.4888003,0.20717873,0.74469554,28.555946,0.42943767,1.1856712,11.491707,13.40422,0.8341722,7.5685325,2.408493,-22.838434,33.92701,-0.06605199,0.00882816,0.13659918,1.7699115,0.5988024,0.61,0.57,0.69,0.43181786,-36.698826
"03-01-04-02-02-01-15",1,4,2,2,1,15,"m",27.07092,0.08798525,25.229437,26.305017,29.800451,4.5710144,86.690216,90.03399,44.2089,37.25214,0.24906404,1.4317552,0.00890576,0.02488098,0.49677566,0.4878699,11.117705,7.3195906,6.9717436,4.464919,0.10006882,1.5940948,12.984922,1.216649,0.8338667,18.21783,13.206317,0.89768386,8.404493,1.5030979,0.01923538,0.7818368,1.5950451,0.8116988,2.7368197,1.4061699,5.497187,1.2354686,17.985157,0.47926888,849.1733,0.34789222,1056.0201,0.30567166,-136.98428,-0.65626764,1888.5837,0.15474026,825.96875,0.2774229,-133.82166,-0.6725488,2904.323,0.10813128,832.6726,0.36115125,-135.74464,-0.64365584,-8.456547,-0.73419106,15.473827,0.43237716,0.08226282,0.37998727,-0.01163983,-0.96830136,0.26706973,0.65007186,28.150263,0.4292214,-9.330183,-1.752555,19.939373,0.7722842,-0.39188206,-38.738255,-9.135348,19.464727,-0.00653044,0.0104837,0.01301802,1.9886364,1.1527377,0.2925,0.29986456,0.55,0.42760962,-39.5902
"03-01-04-02-02-02-15",1,4,2,2,2,15,"m",28.350573,0.10818598,26.317688,27.78326,29.86446,3.546772,75.52629,33.728325,12.048279,22.160738,0.22129095,1.2799876,0.0093545,0.06784852,0.4008938,0.3915393,7.9475045,5.4208865,6.7822037,5.221546,0.13329881,1.1912506,15.6698475,0.9647814,5.065691,2.5826058,15.434187,0.6911288,12.456018,0.8735539,0.0285875,0.9204838,1.5269494,0.60259587,3.5463579,0.82601655,3.2979653,2.2571232,18.064316,0.39818925,781.53735,0.417994,1160.1338,0.30567038,-139.7814,-0.62478817,1786.5209,0.18754525,847.2716,0.25657907,-137.68994,-0.62290806,2839.3235,0.13527402,718.4056,0.28823555,-139.42967,-0.59848857,-10.060859,-0.6599229,17.976145,0.40766665,0.0821239,0.40703246,-0.01082509,-1.1390305,0.23099071,0.64358085,28.965897,0.44191834,-3.2663918,-4.2785907,16.05198,1.030052,4.7429323,3.0811846,-20.623648,31.523775,-0.05644782,0.00685638,0.08629454,2.0467837,1.4836795,0.22,0.16012494,0.43400002,0.44701678,-40.273434
"03-01-05-01-01-01-15",1,5,1,1,1,15,"m",29.54948,0.13851517,26.573368,29.295261,33.93969,7.3663216,245.66315,343.67093,39.370815,30.00062,0.3171711,1.4341831,0.01405139,0.03492796,0.6131774,0.59912604,10.323023,5.918825,9.850704,4.9716916,0.16352114,1.5749073,15.855341,0.89938736,1.3806664,9.091375,13.000314,1.0903906,3.0912006,4.5433974,0.03893101,1.4347353,1.8158498,0.5974844,3.6764462,1.0701091,5.56678,1.3874923,15.7567835,0.39455262,666.80853,0.4252205,1164.9233,0.21384604,-136.28426,-0.65883577,1695.0162,0.19030976,810.1038,0.5322544,-133.20534,-0.6616842,2736.0864,0.1292202,686.58185,0.3115069,-134.36969,-0.6435475,-8.575145,-0.6572181,16.237497,0.34146813,0.02744021,2.0400283,-0.0126859,-1.1443825,0.42031112,0.6674739,27.886194,0.40815637,-6.8573785,-1.99258,17.486986,1.0236219,-5.157738,-3.480964,-9.996768,19.37334,-0.00621478,0.00407343,0.02169834,2.486188,1.1204482,0.315,0.23135471,0.5525,0.46767375,-35.42339
"03-01-05-01-01-02-15",1,5,1,1,2,15,"m",33.920094,0.08227137,31.250923,33.976463,36.701836,5.4509125,31.515478,16.49543,70.79775,104.62891,0.41576594,1.3856654,0.01021493,0.02555113,0.8901452,0.87993026,13.203329,8.758982,13.000444,7.2017303,0.27202022,1.6503341,13.320016,1.120918,2.003674,6.363007,9.810838,1.3920144,3.2980275,5.0168667,0.02619583,0.896019,1.3507024,0.5861011,4.361463,0.9266671,5.1273036,1.9799687,14.48178,0.51354384,680.1046,0.45429936,1138.138,0.24372013,-139.51607,-0.62648517,1759.1282,0.1881497,705.8296,0.5215652,-132.36969,-0.65637994,2806.5579,0.13276322,706.5858,0.34464827,-133.02158,-0.6456898,-9.412541,-0.8122077,17.455082,0.41121078,0.03922996,1.4086578,-0.01513115,-1.002556,0.6330964,0.8015698,23.776358,0.53658265,-4.7077117,-3.155142,15.175496,1.2261465,-7.319017,-2.7764907,-11.712545,23.19376,-0.01611938,0.00892031,0.0632008,2.5069637,1.1299435,0.3175,0.25674647,0.54249996,0.4877179,-32.199062
"03-01-05-01-02-01-15",1,5,1,2,1,15,"m",28.913681,0.15066876,25.622154,28.35847,32.46152,6.839367,149.81717,195.82307,51.144985,53.766335,0.37620312,1.3355439,0.00813045,0.04159876,0.75007915,0.7419487,11.142213,6.410017,11.405823,10.553955,0.20515645,1.4807559,15.536883,1.1332079,4.147711,3.4035342,14.956271,0.7825889,10.116028,1.2870041,0.06140075,1.789609,1.576846,0.7070161,3.0126324,0.99980426,6.2408338,1.169417,15.772066,0.5176665,718.78015,0.3838707,1211.2888,0.22787027,-131.43408,-0.6852232,1753.8877,0.190687,829.4737,0.33533224,-127.41045,-0.6995162,2787.7712,0.14071184,801.8312,0.3357566,-128.93982,-0.67621034,-8.064986,-0.7872889,16.23371,0.50078326,0.03747769,1.3332628,-0.01309973,-0.9181253,0.47387588,0.6834243,29.986118,0.4599956,-8.739879,-1.5717161,16.445038,1.0585421,0.34118605,44.33722,-18.061705,28.84643,-0.04573531,0.0090671,0.03456152,2.1680217,1.3736265,0.28,0.21808256,0.5275,0.42304698,-35.133083
"03-01-05-01-02-02-15",1,5,1,2,2,15,"m",31.88396,0.18711944,30.710691,33.578484,36.784603,6.0739117,174.5825,242.97919,45.48729,18.41626,0.51461923,1.4709429,0.00837725,0.02126923,1.110086,1.1017088,17.681362,11.326884,17.444906,13.22715,0.32541263,1.6188561,12.191599,1.2053381,4.268194,3.2313173,10.759109,1.0477098,5.9096103,2.939815,0.03342222,1.6927953,1.1466908,0.69198126,3.9215412,1.1917803,5.174633,3.8035443,13.345114,0.409928,756.5299,0.39250886,1022.112,0.34061685,-140.21704,-0.6175034,1844.4569,0.1990054,726.74426,0.43763855,-134.97708,-0.64564466,2827.1028,0.13314866,728.6294,0.5080586,-135.58171,-0.6361833,-7.9906855,-0.883181,15.467324,0.4449251,0.07190271,0.5951243,-0.01637589,-0.85049564,0.8346156,0.6847481,23.476788,0.5553626,-6.385767,-2.499719,12.892094,1.2344558,-9.898745,-1.9917465,-12.363364,23.256191,-0.02220311,0.00904682,0.04644088,2.2727273,1.1560694,0.305,0.18472953,0.53499997,0.43026152,-30.477682
"03-01-05-02-01-01-15",1,5,2,1,1,15,"m",34.401848,0.24459668,26.647198,36.856236,40.599182,13.951984,207.69075,104.722595,130.74425,129.8958,0.5724487,1.4721272,0.00301804,0.01854652,1.1561649,1.1531469,18.79912,11.54702,15.5941,7.2744765,0.392113,1.6175363,8.236278,1.7863086,-1.1008947,-11.702027,5.4960303,2.224443,-1.0562857,-14.530902,0.04939292,1.6067724,1.5417268,0.60331595,4.208776,1.276369,2.8907428,3.229695,8.930662,1.7694693,836.5919,0.32480535,966.2805,0.32051829,-134.657,-0.6695369,1877.6538,0.16498709,739.35095,0.4065544,-127.47818,-0.7118678,2923.4104,0.10381716,723.7864,0.35646296,-128.75177,-0.6911886,-6.169682,-1.0739424,15.848941,0.4513986,0.03629487,1.9148304,-0.0102457,-1.613474,0.9665552,0.7155133,19.844309,0.68353796,-9.496721,-1.5792508,9.699245,1.7495122,-10.557584,-1.8977671,-2.190046,11.287454,0.05097154,0.01344158,0.04020407,2.2727273,1.1527377,0.3275,0.22083648,0.515,0.45609754,-28.589205
"03-01-05-02-01-02-15",1,5,2,1,2,15,"m",35.36539,0.17517512,32.859333,36.742012,38.699635,5.8403015,121.81825,35.495308,85.44718,65.994026,0.5835055,1.3376359,0.01050679,0.0957895,1.183452,1.1729453,18.602468,11.227029,15.23762,7.1814013,0.5103135,1.7294831,12.240195,1.1868558,0.7613018,17.213873,8.181351,1.9323498,0.7268769,25.275047,0.10900011,1.795735,1.5598559,0.6122245,4.118494,1.38691,5.577369,1.920655,14.291356,0.7262634,762.1723,0.37128854,1071.2125,0.32622164,-124.961815,-0.733303,1778.6057,0.20005739,828.12866,0.42868835,-118.847565,-0.7655767,2846.4702,0.1311466,745.2291,0.44137445,-120.93615,-0.7311661,-8.843877,-0.9129449,18.287624,0.5061162,0.01937906,3.0074892,-0.01288887,-1.0682081,1.127046,0.92698497,22.595865,0.5060228,-7.6556463,-1.7056794,8.771228,2.3194015,-10.556522,-2.039203,-7.242462,18.237562,-0.00029196,0.00990908,0.03629771,2.419355,1.0989012,0.39999998,0.44821867,0.39,0.40264124,-27.024084
"03-01-05-02-02-01-15",1,5,2,2,1,15,"m",30.198036,0.14942151,27.03112,31.158466,34.251045,7.219925,119.80699,159.65178,53.191734,19.8862,0.49574086,1.4084016,0.01175637,0.07445282,1.0499514,1.038195,15.197675,7.889899,18.449102,10.64492,0.33254364,1.600162,13.100565,1.1280327,3.678232,3.4951684,12.152486,0.971367,9.806588,1.2544239,0.03934136,1.0803474,1.6358794,0.5162191,2.2677698,1.4283509,1.5022013,4.6381383,11.927399,0.49640393,697.018,0.45124906,1152.6216,0.2726191,-138.54948,-0.63162,1723.6783,0.20000039,832.061,0.37552294,-131.22757,-0.6784936,2717.361,0.13813442,776.04626,0.33694315,-132.46233,-0.6591544,-7.375337,-0.7742501,13.71058,0.4510611,0.05152024,0.9193343,-0.01365228,-0.95038486,0.83663714,0.71102244,24.408695,0.5544587,-4.794782,-3.0385382,15.152861,1.1328624,3.1809256,4.860426,-14.272205,25.609358,-0.03171577,0.00839059,0.04453126,2.8901734,1.1730206,0.3075,0.19967161,0.52,0.44704586,-31.017487
"03-01-05-02-02-02-15",1,5,2,2,2,15,"m",37.1785,0.18500489,34.330956,37.46589,43.55283,9.221874,259.5852,254.62714,130.27274,95.052505,0.7397927,1.5126212,0.01198529,0.06776879,1.3492929,1.3373076,24.229328,9.807639,32.20124,24.086914,0.64788276,1.9012159,10.159025,1.3222749,-1.1383252,-14.534591,10.818107,1.3008864,2.271307,8.107439,0.06244709,1.3638334,1.5993876,0.53826064,3.2215772,1.4648125,6.455383,1.4695786,12.758278,0.8795238,917.36743,0.3238099,895.9085,0.48400328,-126.16155,-0.72512615,1972.2838,0.15891318,808.4778,0.44017464,-120.94785,-0.7544977,3014.3005,0.11960084,739.2645,0.29608017,-122.36454,-0.73179734,-7.0608883,-1.2708334,15.106618,0.6608637,0.05344655,0.9945918,-0.00949935,-1.4838834,1.5165477,1.006551,16.100626,0.87131053,-8.6443615,-2.2143505,10.293455,1.8194759,-12.5198555,-1.5069215,-8.697055,18.897133,-0.0149371,0.00992643,0.02453171,2.2284124,1.1299435,0.37,0.20892581,0.48999998,0.4337626,-25.289324
"03-01-06-01-01-01-15",1,6,1,1,1,15,"m",26.745708,0.11148258,25.401093,26.717087,28.192776,2.7916832,85.912895,93.87425,66.02357,70.430504,0.16180015,1.2045562,0.00973882,0.07292126,0.3333886,0.32364976,5.565133,4.7452254,5.191886,2.6052687,0.11188267,1.5638968,17.247454,0.7455393,8.856869,1.0694472,13.820024,0.812301,13.660931,0.716425,0.04359927,2.193165,1.5577784,0.7409525,3.919431,0.79605895,2.4858546,10.148792,13.882748,1.9057803,551.2318,0.49108493,1166.7759,0.28055677,-139.53287,-0.6264144,1511.2867,0.21316221,858.5656,0.31497958,-139.76027,-0.610709,2478.047,0.12782921,756.79535,0.3617792,-140.96098,-0.59271675,-11.258072,-0.61609274,19.491743,0.37260306,0.02019829,1.6840641,-0.00946713,-1.2240182,0.15496948,0.48564455,28.159636,0.46768188,2.3694267,4.395462,13.004873,1.3325889,8.645187,1.5151801,-23.45263,35.19796,-0.05370002,0.00486043,0.09361783,2.1276596,1.2345679,0.2575,0.2563567,0.424,0.46667334,-40.655018
"03-01-06-01-01-02-15",1,6,1,1,2,15,"m",30.074224,0.1186304,27.393822,30.152023,32.744823,5.3510017,216.7983,118.19605,54.124096,20.804152,0.23394996,1.2988595,0.01317555,0.04909609,0.528787,0.51561147,8.389655,4.6522007,8.575602,4.856408,0.12365039,1.4355268,14.573426,0.80966914,3.7235696,2.637698,10.080093,1.1982232,9.02949,1.2221339,0.05964323,2.0761652,1.6857142,0.6380277,4.218871,0.7022851,5.821081,1.4119108,16.570694,0.4743536,604.52246,0.42445987,1197.7721,0.25034228,-141.40346,-0.6088881,1559.1841,0.19017358,867.6334,0.44688702,-140.1323,-0.6022216,2592.7656,0.12117228,732.08417,0.34496593,-141.37721,-0.58316094,-11.725171,-0.5750878,20.235048,0.35684863,-0.0034647,-16.47848,-0.01215391,-0.9728852,0.30716214,0.6175352,24.098888,0.57901543,2.8161604,4.423741,12.510102,1.2217375,3.903014,3.391555,-14.51956,25.637197,-0.02309196,0.00444873,0.03762866,2.431611,1.5432099,0.204,0.19210413,0.42,0.43386635,-39.10665
